price,totsp,livesp,kitsp,dist,metrdist,walk,brick,floor,price_m2,area,metro_line
116,66,47,8.0,12.0,10,на транспорте,другой,средний,1757.58,Восток,Калининская
95,60,43,6.0,17.0,10,пешком,другой,средний,1583.33,Северо-запад,Таганско-Краснопресненская
108,57,40,6.0,9.0,3,пешком,кирпичный/монолит,средний,1894.74,Северо-запад,Таганско-Краснопресненская
151,86,54,10.0,10.5,5,на транспорте,другой,средний,1755.81,Северо-запад,Замоскворецкая
150,80,44,12.0,11.5,5,на транспорте,другой,средний,1875.0,Юго-восток,Таганско-Краснопресненская
114,83,46,12.0,7.0,10,пешком,другой,средний,1373.49,Северо-запад,Таганско-Краснопресненская
86,61,43,6.0,13.5,15,пешком,другой,средний,1409.84,Юго-восток,Таганско-Краснопресненская
150,67,39,8.0,12.0,5,пешком,другой,средний,2238.81,Восток,Арбатско-Покровская
113,75,51,9.0,7.5,10,пешком,кирпичный/монолит,первый или последний,1506.67,Восток,Арбатско-Покровская
101,62,43,6.0,12.0,15,пешком,другой,средний,1629.03,Восток,Калининская
75,59,43,5.0,13.5,10,на транспорте,другой,первый или последний,1271.19,Юго-восток,Таганско-Краснопресненская
130,79,46,10.0,13.0,10,на транспорте,кирпичный/монолит,средний,1645.57,Юго-восток,Люблинская
131,84,60,10.0,9.0,10,пешком,другой,средний,1559.52,Северо-запад,Таганско-Краснопресненская
115,74,54,9.0,11.0,12,пешком,кирпичный/монолит,первый или последний,1554.05,Восток,Арбатско-Покровская
135,74,48,10.0,7.5,3,пешком,кирпичный/монолит,первый или последний,1824.32,Северо-запад,Замоскворецкая
477,119,93,15.0,9.0,1,пешком,другой,средний,4008.4,Северо-запад,Замоскворецкая
103,63,38,9.0,12.5,10,пешком,другой,средний,1634.92,Север,Серпуховско-Тимирязевская
77,58,37,5.0,7.0,12,на транспорте,другой,средний,1327.59,Юго-восток,Люблинская
140,78,48,11.0,12.7,8,пешком,другой,средний,1794.87,Юго-восток,Люблинская
85,59,40,5.0,12.5,5,на транспорте,другой,средний,1440.68,Северо-запад,Замоскворецкая
415,152,80,17.0,3.0,5,пешком,другой,средний,2730.26,Север,Калужско-Рижская
159,75,48,9.0,8.0,10,пешком,кирпичный/монолит,средний,2120.0,Север,Калужско-Рижская
126,83,50,9.0,14.5,15,пешком,другой,первый или последний,1518.07,Север,Серпуховско-Тимирязевская
91,65,39,8.0,13.0,5,на транспорте,другой,средний,1400.0,Юго-восток,Люблинская
118,64,43,9.0,10.5,7,на транспорте,другой,средний,1843.75,Северо-запад,Замоскворецкая
105,63,43,7.0,10.5,15,пешком,другой,средний,1666.67,Северо-запад,Замоскворецкая
79,56,37,6.0,11.5,5,пешком,другой,средний,1410.71,Юго-восток,Таганско-Краснопресненская
110,67,44,9.0,11.5,10,на транспорте,другой,средний,1641.79,Юго-восток,Таганско-Краснопресненская
220,107,71,9.0,9.0,10,пешком,кирпичный/монолит,средний,2056.07,Северо-запад,Замоскворецкая
100,58,30,6.0,17.0,1,пешком,другой,средний,1724.14,Северо-запад,Таганско-Краснопресненская
95,82,50,10.0,12.0,10,на транспорте,другой,средний,1158.54,Юго-восток,Люблинская
116,68,43,8.0,6.5,10,пешком,кирпичный/монолит,средний,1705.88,Юго-восток,Люблинская
120,69,45,9.0,7.5,5,пешком,другой,первый или последний,1739.13,Восток,Арбатско-Покровская
93,57,40,6.0,3.5,7,пешком,кирпичный/монолит,средний,1631.58,Восток,Калининская
98,60,47,6.0,14.5,7,пешком,кирпичный/монолит,первый или последний,1633.33,Северо-запад,Замоскворецкая
125,78,44,13.0,12.0,5,пешком,другой,средний,1602.56,Север,Калужско-Рижская
85,59,44,6.0,7.0,1,пешком,другой,средний,1440.68,Юго-восток,Люблинская
73,50,35,7.0,17.0,5,пешком,другой,первый или последний,1460.0,Северо-запад,Таганско-Краснопресненская
120,83,49,9.0,12.0,10,на транспорте,другой,средний,1445.78,Восток,Калининская
230,95,64,10.0,10.5,15,пешком,кирпичный/монолит,средний,2421.05,Северо-запад,Замоскворецкая
170,98,73,12.0,6.0,1,пешком,кирпичный/монолит,первый или последний,1734.69,Юго-восток,Таганско-Краснопресненская
162,86,58,9.0,12.0,8,пешком,кирпичный/монолит,средний,1883.72,Восток,Арбатско-Покровская
105,75,45,10.0,17.0,7,на транспорте,другой,средний,1400.0,Север,Серпуховско-Тимирязевская
84,57,42,6.0,7.5,5,на транспорте,кирпичный/монолит,средний,1473.68,Восток,Арбатско-Покровская
128,84,53,10.0,12.0,5,пешком,другой,средний,1523.81,Север,Калужско-Рижская
135,80,45,10.0,10.5,5,на транспорте,другой,средний,1687.5,Восток,Калининская
175,81,47,10.0,14.5,10,на транспорте,кирпичный/монолит,средний,2160.49,Северо-запад,Замоскворецкая
102,60,40,8.0,8.0,5,на транспорте,кирпичный/монолит,средний,1700.0,Север,Калужско-Рижская
87,55,36,6.0,3.5,10,пешком,кирпичный/монолит,средний,1581.82,Восток,Калининская
118,71,41,8.0,12.0,15,на транспорте,другой,средний,1661.97,Восток,Калининская
118,63,38,8.0,14.5,5,пешком,другой,средний,1873.02,Северо-запад,Замоскворецкая
103,74,45,8.0,12.0,5,пешком,кирпичный/монолит,первый или последний,1391.89,Восток,Арбатско-Покровская
120,67,46,10.0,9.0,10,пешком,другой,средний,1791.04,Северо-запад,Таганско-Краснопресненская
92,60,44,6.0,15.5,3,пешком,другой,средний,1533.33,Север,Калужско-Рижская
200,101,68,10.0,11.0,10,пешком,кирпичный/монолит,средний,1980.2,Восток,Арбатско-Покровская
96,63,38,8.0,12.5,15,пешком,другой,средний,1523.81,Север,Серпуховско-Тимирязевская
140,66,43,7.0,8.0,10,на транспорте,другой,средний,2121.21,Север,Калужско-Рижская
145,73,50,9.0,9.0,7,пешком,кирпичный/монолит,первый или последний,1986.3,Северо-запад,Замоскворецкая
115,56,39,5.0,4.5,15,пешком,кирпичный/монолит,средний,2053.57,Восток,Арбатско-Покровская
207,134,77,21.0,15.5,5,пешком,другой,средний,1544.78,Север,Калужско-Рижская
115,65,39,8.0,13.0,10,на транспорте,другой,средний,1769.23,Юго-восток,Люблинская
118,79,45,13.0,15.5,10,пешком,другой,средний,1493.67,Север,Калужско-Рижская
85,55,38,6.0,10.5,5,на транспорте,кирпичный/монолит,первый или последний,1545.45,Северо-запад,Замоскворецкая
160,80,55,8.0,8.0,15,пешком,кирпичный/монолит,средний,2000.0,Север,Калужско-Рижская
129,80,46,10.0,12.0,10,на транспорте,другой,средний,1612.5,Восток,Калининская
107,72,43,10.0,13.0,5,на транспорте,другой,первый или последний,1486.11,Юго-восток,Люблинская
95,67,45,10.0,12.0,10,на транспорте,другой,средний,1417.91,Восток,Арбатско-Покровская
108,79,47,8.0,14.5,3,на транспорте,другой,первый или последний,1367.09,Север,Серпуховско-Тимирязевская
84,62,44,7.0,14.5,10,на транспорте,другой,средний,1354.84,Северо-запад,Замоскворецкая
73,77,45,10.0,5.0,7,пешком,другой,средний,948.05,Северо-запад,Таганско-Краснопресненская
160,68,40,9.0,9.0,10,пешком,кирпичный/монолит,средний,2352.94,Северо-запад,Таганско-Краснопресненская
190,112,55,16.0,7.0,10,пешком,другой,средний,1696.43,Юго-восток,Люблинская
97,76,44,10.0,12.0,10,пешком,другой,первый или последний,1276.32,Юго-восток,Люблинская
144,95,62,11.0,10.0,10,пешком,другой,средний,1515.79,Юго-восток,Таганско-Краснопресненская
110,77,46,8.0,12.0,12,на транспорте,другой,первый или последний,1428.57,Восток,Калининская
142,78,46,9.0,10.5,10,пешком,кирпичный/монолит,средний,1820.51,Восток,Калининская
123,58,40,7.0,13.5,5,на транспорте,кирпичный/монолит,средний,2120.69,Север,Калужско-Рижская
95,60,43,6.0,9.0,5,на транспорте,другой,средний,1583.33,Северо-запад,Таганско-Краснопресненская
106,72,52,9.0,11.5,7,на транспорте,кирпичный/монолит,средний,1472.22,Юго-восток,Таганско-Краснопресненская
95,62,38,8.0,12.5,3,пешком,другой,первый или последний,1532.26,Север,Серпуховско-Тимирязевская
245,85,54,12.0,9.0,7,пешком,кирпичный/монолит,средний,2882.35,Северо-запад,Таганско-Краснопресненская
86,59,42,5.0,11.5,10,пешком,другой,средний,1457.63,Юго-восток,Таганско-Краснопресненская
92,60,44,6.0,12.0,5,на транспорте,другой,средний,1533.33,Восток,Калининская
160,57,42,8.0,3.5,5,пешком,кирпичный/монолит,средний,2807.02,Восток,Калининская
156,90,51,13.0,10.0,5,пешком,другой,средний,1733.33,Юго-восток,Таганско-Краснопресненская
340,121,72,13.0,12.5,3,пешком,кирпичный/монолит,средний,2809.92,Северо-запад,Замоскворецкая
117,82,44,10.0,13.0,2,пешком,другой,средний,1426.83,Юго-восток,Люблинская
111,64,40,7.0,17.0,10,пешком,другой,первый или последний,1734.38,Север,Серпуховско-Тимирязевская
115,62,38,8.0,11.5,5,пешком,другой,средний,1854.84,Юго-восток,Таганско-Краснопресненская
118,72,43,10.0,12.7,2,пешком,другой,первый или последний,1638.89,Юго-восток,Люблинская
126,74,43,10.0,12.5,3,пешком,другой,средний,1702.7,Север,Серпуховско-Тимирязевская
155,72,53,8.0,3.0,10,пешком,кирпичный/монолит,средний,2152.78,Север,Калужско-Рижская
200,85,54,14.0,14.5,15,пешком,другой,средний,2352.94,Северо-запад,Замоскворецкая
112,66,44,7.0,8.0,20,пешком,другой,средний,1696.97,Север,Калужско-Рижская
115,86,67,13.0,13.5,15,на транспорте,другой,средний,1337.21,Юго-восток,Таганско-Краснопресненская
150,54,39,6.0,7.0,3,пешком,кирпичный/монолит,средний,2777.78,Северо-запад,Таганско-Краснопресненская
155,75,44,10.0,9.0,5,на транспорте,кирпичный/монолит,средний,2066.67,Северо-запад,Таганско-Краснопресненская
410,102,75,10.0,6.5,5,пешком,кирпичный/монолит,средний,4019.61,Юго-восток,Люблинская
220,98,60,9.0,4.5,10,пешком,кирпичный/монолит,средний,2244.9,Восток,Арбатско-Покровская
95,60,37,8.0,12.5,15,пешком,другой,средний,1583.33,Север,Серпуховско-Тимирязевская
118,75,46,10.0,17.0,5,пешком,другой,средний,1573.33,Север,Серпуховско-Тимирязевская
100,66,44,6.0,12.5,10,пешком,другой,средний,1515.15,Север,Серпуховско-Тимирязевская
110,79,47,8.0,14.5,3,на транспорте,другой,первый или последний,1392.41,Север,Серпуховско-Тимирязевская
80,58,43,6.0,11.5,10,пешком,другой,средний,1379.31,Юго-восток,Таганско-Краснопресненская
130,74,45,10.0,12.0,1,пешком,другой,средний,1756.76,Север,Калужско-Рижская
163,72,43,9.0,7.0,10,на транспорте,кирпичный/монолит,средний,2263.89,Северо-запад,Таганско-Краснопресненская
95,63,40,8.0,12.5,10,пешком,другой,средний,1507.94,Север,Серпуховско-Тимирязевская
83,60,42,6.0,12.0,7,на транспорте,другой,средний,1383.33,Восток,Арбатско-Покровская
185,86,47,8.0,3.0,3,пешком,кирпичный/монолит,средний,2151.16,Север,Калужско-Рижская
93,57,43,6.0,10.5,15,на транспорте,другой,средний,1631.58,Северо-запад,Замоскворецкая
90,78,45,10.0,13.5,10,на транспорте,другой,средний,1153.85,Юго-восток,Таганско-Краснопресненская
125,80,45,11.0,12.0,2,пешком,другой,средний,1562.5,Юго-восток,Люблинская
106,63,44,7.0,12.5,10,пешком,другой,средний,1682.54,Север,Серпуховско-Тимирязевская
103,75,45,10.0,12.0,5,на транспорте,кирпичный/монолит,средний,1373.33,Юго-восток,Люблинская
93,64,44,6.0,17.0,5,пешком,другой,средний,1453.12,Север,Серпуховско-Тимирязевская
250,78,47,10.0,10.5,7,пешком,другой,средний,3205.13,Северо-запад,Замоскворецкая
117,78,44,10.0,12.0,5,пешком,другой,средний,1500.0,Юго-восток,Люблинская
145,74,45,10.0,15.5,15,пешком,другой,средний,1959.46,Север,Калужско-Рижская
164,72,48,7.0,3.5,5,пешком,кирпичный/монолит,средний,2277.78,Восток,Калининская
130,74,48,12.0,12.0,15,пешком,кирпичный/монолит,средний,1756.76,Восток,Арбатско-Покровская
140,66,42,8.0,7.0,2,пешком,кирпичный/монолит,первый или последний,2121.21,Северо-запад,Таганско-Краснопресненская
110,77,40,12.0,12.7,15,пешком,другой,средний,1428.57,Юго-восток,Люблинская
140,84,48,9.0,12.0,10,на транспорте,кирпичный/монолит,средний,1666.67,Восток,Калининская
92,70,50,6.0,12.0,5,на транспорте,другой,средний,1314.29,Восток,Калининская
98,60,43,7.0,13.5,10,пешком,другой,средний,1633.33,Юго-восток,Таганско-Краснопресненская
107,73,47,9.0,17.0,15,на транспорте,кирпичный/монолит,первый или последний,1465.75,Север,Серпуховско-Тимирязевская
122,81,46,13.0,12.0,15,пешком,другой,средний,1506.17,Юго-восток,Люблинская
220,100,49,13.0,14.5,10,пешком,кирпичный/монолит,средний,2200.0,Северо-запад,Замоскворецкая
100,60,39,6.0,17.0,5,пешком,другой,средний,1666.67,Северо-запад,Таганско-Краснопресненская
93,62,38,7.0,17.0,3,пешком,другой,средний,1500.0,Северо-запад,Таганско-Краснопресненская
95,61,43,6.0,12.0,15,пешком,другой,первый или последний,1557.38,Восток,Калининская
315,118,54,12.0,3.5,2,пешком,кирпичный/монолит,средний,2669.49,Восток,Калининская
83,57,44,6.0,17.0,10,на транспорте,другой,средний,1456.14,Северо-запад,Таганско-Краснопресненская
114,75,44,10.0,12.7,7,пешком,другой,средний,1520.0,Юго-восток,Люблинская
200,72,46,9.0,9.0,10,пешком,кирпичный/монолит,средний,2777.78,Северо-запад,Замоскворецкая
270,97,56,18.0,8.0,10,пешком,кирпичный/монолит,средний,2783.51,Север,Калужско-Рижская
100,76,45,10.0,12.7,15,пешком,другой,средний,1315.79,Юго-восток,Люблинская
160,87,56,9.0,3.0,10,пешком,другой,средний,1839.08,Север,Калужско-Рижская
131,74,43,10.0,13.5,15,пешком,другой,средний,1770.27,Север,Калужско-Рижская
116,77,45,18.0,6.0,7,на транспорте,другой,средний,1506.49,Юго-восток,Таганско-Краснопресненская
530,150,80,15.0,7.5,7,пешком,кирпичный/монолит,средний,3533.33,Северо-запад,Замоскворецкая
100,75,45,9.0,14.5,10,на транспорте,другой,средний,1333.33,Северо-запад,Замоскворецкая
82,62,32,7.0,6.0,5,пешком,кирпичный/монолит,первый или последний,1322.58,Юго-восток,Таганско-Краснопресненская
105,66,44,7.0,13.5,7,пешком,другой,средний,1590.91,Юго-восток,Таганско-Краснопресненская
260,135,75,20.0,12.5,3,пешком,кирпичный/монолит,первый или последний,1925.93,Северо-запад,Замоскворецкая
108,66,44,7.0,17.0,5,пешком,другой,средний,1636.36,Северо-запад,Таганско-Краснопресненская
133,83,45,10.0,13.0,10,пешком,другой,первый или последний,1602.41,Юго-восток,Люблинская
93,61,38,8.0,13.0,7,на транспорте,другой,средний,1524.59,Юго-восток,Люблинская
114,77,45,10.0,12.0,10,на транспорте,другой,средний,1480.52,Восток,Калининская
98,79,48,10.0,12.0,10,пешком,кирпичный/монолит,средний,1240.51,Юго-восток,Люблинская
85,58,43,5.0,7.0,5,на транспорте,другой,средний,1465.52,Северо-запад,Таганско-Краснопресненская
125,83,53,10.0,5.0,12,пешком,другой,первый или последний,1506.02,Северо-запад,Таганско-Краснопресненская
120,59,45,6.0,3.0,3,пешком,другой,средний,2033.9,Север,Калужско-Рижская
82,62,44,6.0,12.5,10,на транспорте,другой,первый или последний,1322.58,Север,Серпуховско-Тимирязевская
128,65,44,7.0,9.0,5,на транспорте,другой,средний,1969.23,Северо-запад,Таганско-Краснопресненская
130,72,44,9.0,6.0,5,пешком,кирпичный/монолит,средний,1805.56,Юго-восток,Таганско-Краснопресненская
114,76,45,10.0,12.0,15,на транспорте,другой,средний,1500.0,Восток,Калининская
70,50,32,5.0,11.5,7,на транспорте,кирпичный/монолит,первый или последний,1400.0,Юго-восток,Таганско-Краснопресненская
115,59,39,6.0,10.0,10,пешком,другой,первый или последний,1949.15,Юго-восток,Таганско-Краснопресненская
99,75,45,10.0,14.5,15,на транспорте,другой,средний,1320.0,Северо-запад,Замоскворецкая
110,65,39,9.0,12.5,2,пешком,другой,первый или последний,1692.31,Север,Серпуховско-Тимирязевская
120,67,45,7.0,13.5,10,пешком,другой,средний,1791.04,Север,Калужско-Рижская
110,60,44,6.0,7.0,5,на транспорте,другой,средний,1833.33,Северо-запад,Таганско-Краснопресненская
83,49,34,6.0,15.5,5,пешком,другой,средний,1693.88,Север,Калужско-Рижская
106,67,45,9.0,12.0,7,на транспорте,другой,средний,1582.09,Восток,Калининская
120,80,48,13.0,12.0,10,пешком,другой,средний,1500.0,Юго-восток,Люблинская
120,77,45,10.0,7.0,10,пешком,другой,средний,1558.44,Северо-запад,Таганско-Краснопресненская
95,62,45,7.0,12.5,10,пешком,кирпичный/монолит,средний,1532.26,Север,Серпуховско-Тимирязевская
145,76,44,24.0,12.7,2,пешком,другой,первый или последний,1907.89,Юго-восток,Люблинская
91,61,44,7.0,13.5,5,пешком,другой,средний,1491.8,Юго-восток,Таганско-Краснопресненская
82,62,44,6.0,13.5,10,на транспорте,другой,средний,1322.58,Юго-восток,Таганско-Краснопресненская
137,69,44,10.0,9.0,10,пешком,другой,средний,1985.51,Северо-запад,Таганско-Краснопресненская
88,60,44,6.0,13.5,10,на транспорте,другой,средний,1466.67,Север,Калужско-Рижская
82,56,42,6.0,10.0,10,пешком,другой,первый или последний,1464.29,Юго-восток,Таганско-Краснопресненская
145,94,50,12.0,17.0,10,пешком,кирпичный/монолит,средний,1542.55,Северо-запад,Таганско-Краснопресненская
100,60,43,7.0,12.5,5,пешком,другой,средний,1666.67,Север,Серпуховско-Тимирязевская
138,86,54,10.0,6.0,5,на транспорте,кирпичный/монолит,средний,1604.65,Юго-восток,Таганско-Краснопресненская
111,57,40,6.0,9.0,3,пешком,кирпичный/монолит,средний,1947.37,Северо-запад,Таганско-Краснопресненская
89,64,45,7.0,12.0,5,пешком,другой,средний,1390.62,Юго-восток,Люблинская
79,65,45,7.0,6.0,7,пешком,другой,средний,1215.38,Юго-восток,Таганско-Краснопресненская
105,66,44,7.0,13.5,7,на транспорте,другой,средний,1590.91,Север,Калужско-Рижская
95,57,42,6.0,6.5,7,пешком,кирпичный/монолит,средний,1666.67,Юго-восток,Люблинская
220,77,49,10.0,7.5,5,пешком,кирпичный/монолит,средний,2857.14,Восток,Арбатско-Покровская
107,69,45,10.0,12.0,10,пешком,другой,средний,1550.72,Восток,Калининская
180,90,58,8.0,10.5,2,пешком,другой,средний,2000.0,Северо-запад,Замоскворецкая
92,59,41,6.0,7.5,12,пешком,другой,средний,1559.32,Северо-запад,Замоскворецкая
110,65,44,8.0,10.5,10,пешком,кирпичный/монолит,средний,1692.31,Восток,Калининская
150,78,54,7.0,3.5,15,на транспорте,кирпичный/монолит,средний,1923.08,Восток,Калининская
115,68,43,9.0,6.5,5,пешком,другой,средний,1691.18,Север,Серпуховско-Тимирязевская
83,59,44,6.0,13.5,10,на транспорте,другой,средний,1406.78,Юго-восток,Таганско-Краснопресненская
164,101,51,15.0,12.7,5,пешком,другой,средний,1623.76,Юго-восток,Люблинская
125,78,38,11.0,12.7,10,пешком,другой,средний,1602.56,Юго-восток,Люблинская
93,64,45,7.0,14.5,3,пешком,другой,средний,1453.12,Север,Серпуховско-Тимирязевская
140,70,51,8.0,12.5,10,пешком,кирпичный/монолит,средний,2000.0,Восток,Арбатско-Покровская
94,64,45,7.0,14.5,10,на транспорте,другой,средний,1468.75,Северо-запад,Замоскворецкая
120,63,40,8.0,6.0,7,пешком,кирпичный/монолит,средний,1904.76,Юго-восток,Таганско-Краснопресненская
135,73,53,8.0,11.0,15,пешком,кирпичный/монолит,средний,1849.32,Восток,Арбатско-Покровская
105,73,45,8.0,11.0,10,пешком,другой,первый или последний,1438.36,Юго-восток,Люблинская
127,77,40,11.0,13.0,10,на транспорте,другой,средний,1649.35,Юго-восток,Люблинская
129,72,44,10.0,6.0,5,пешком,другой,первый или последний,1791.67,Юго-восток,Таганско-Краснопресненская
145,62,41,9.0,9.0,5,пешком,другой,средний,2338.71,Северо-запад,Замоскворецкая
125,74,45,10.0,14.5,15,на транспорте,другой,средний,1689.19,Северо-запад,Замоскворецкая
95,54,36,5.0,3.5,15,пешком,кирпичный/монолит,средний,1759.26,Восток,Калининская
112,76,46,10.0,12.0,10,на транспорте,другой,средний,1473.68,Восток,Калининская
90,60,38,8.0,12.0,10,на транспорте,другой,первый или последний,1500.0,Восток,Арбатско-Покровская
140,67,46,9.0,8.0,15,пешком,другой,средний,2089.55,Север,Калужско-Рижская
112,66,41,8.0,17.0,5,пешком,другой,первый или последний,1696.97,Север,Серпуховско-Тимирязевская
123,70,47,8.0,12.0,7,на транспорте,другой,средний,1757.14,Восток,Калининская
85,55,41,5.0,11.0,5,на транспорте,кирпичный/монолит,средний,1545.45,Восток,Арбатско-Покровская
82,56,39,6.0,10.0,5,пешком,другой,средний,1464.29,Юго-восток,Таганско-Краснопресненская
132,94,60,11.0,6.5,3,пешком,другой,первый или последний,1404.26,Юго-восток,Люблинская
74,56,37,6.0,15.5,7,на транспорте,кирпичный/монолит,первый или последний,1321.43,Север,Калужско-Рижская
84,57,42,5.0,12.7,10,пешком,кирпичный/монолит,средний,1473.68,Юго-восток,Люблинская
115,65,47,8.0,13.5,3,пешком,кирпичный/монолит,средний,1769.23,Север,Калужско-Рижская
132,80,54,10.0,12.0,10,пешком,другой,средний,1650.0,Север,Калужско-Рижская
115,64,38,8.0,17.0,5,пешком,другой,средний,1796.88,Север,Серпуховско-Тимирязевская
240,106,71,9.0,9.0,10,пешком,кирпичный/монолит,средний,2264.15,Северо-запад,Замоскворецкая
125,77,46,10.0,13.5,5,на транспорте,кирпичный/монолит,средний,1623.38,Юго-восток,Таганско-Краснопресненская
90,61,43,6.0,14.5,10,пешком,другой,средний,1475.41,Север,Серпуховско-Тимирязевская
95,63,38,8.0,12.5,5,пешком,другой,средний,1507.94,Север,Серпуховско-Тимирязевская
128,68,44,11.0,4.5,12,пешком,другой,первый или последний,1882.35,Восток,Арбатско-Покровская
137,83,48,12.0,15.5,10,пешком,другой,средний,1650.6,Север,Калужско-Рижская
90,64,39,9.0,6.0,5,на транспорте,кирпичный/монолит,средний,1406.25,Юго-восток,Таганско-Краснопресненская
105,58,43,6.0,3.5,12,пешком,кирпичный/монолит,средний,1810.34,Восток,Калининская
84,58,42,5.0,7.5,15,пешком,кирпичный/монолит,средний,1448.28,Восток,Арбатско-Покровская
98,66,44,7.0,11.5,10,пешком,другой,средний,1484.85,Юго-восток,Таганско-Краснопресненская
115,79,45,13.0,13.0,7,на транспорте,другой,средний,1455.7,Юго-восток,Люблинская
352,108,81,16.0,4.5,10,пешком,кирпичный/монолит,средний,3259.26,Восток,Арбатско-Покровская
131,79,45,12.0,14.5,5,на транспорте,другой,средний,1658.23,Северо-запад,Замоскворецкая
165,90,65,8.0,6.0,2,пешком,кирпичный/монолит,средний,1833.33,Юго-восток,Таганско-Краснопресненская
123,77,46,10.0,13.0,10,пешком,другой,средний,1597.4,Юго-восток,Люблинская
115,60,44,6.0,6.5,5,пешком,другой,средний,1916.67,Север,Серпуховско-Тимирязевская
85,56,36,5.0,10.5,15,на транспорте,другой,средний,1517.86,Северо-запад,Замоскворецкая
72,54,35,6.0,13.5,10,пешком,другой,средний,1333.33,Юго-восток,Таганско-Краснопресненская
195,86,60,10.0,9.0,5,на транспорте,кирпичный/монолит,средний,2267.44,Северо-запад,Замоскворецкая
123,81,48,9.0,12.0,20,на транспорте,другой,первый или последний,1518.52,Восток,Калининская
110,77,46,10.0,12.7,7,на транспорте,другой,средний,1428.57,Юго-восток,Люблинская
137,80,50,12.0,10.5,15,пешком,кирпичный/монолит,средний,1712.5,Северо-запад,Замоскворецкая
85,58,39,6.0,12.5,10,пешком,другой,первый или последний,1465.52,Север,Серпуховско-Тимирязевская
160,90,60,12.0,12.7,1,пешком,кирпичный/монолит,средний,1777.78,Юго-восток,Люблинская
170,75,55,8.0,9.0,7,пешком,кирпичный/монолит,средний,2266.67,Северо-запад,Таганско-Краснопресненская
125,63,43,6.0,17.0,5,пешком,кирпичный/монолит,средний,1984.13,Северо-запад,Таганско-Краснопресненская
178,74,46,9.0,3.0,3,пешком,кирпичный/монолит,первый или последний,2405.41,Север,Калужско-Рижская
200,113,64,11.0,13.5,10,на транспорте,другой,средний,1769.91,Юго-восток,Таганско-Краснопресненская
80,56,38,5.0,11.5,10,пешком,другой,средний,1428.57,Юго-восток,Таганско-Краснопресненская
170,79,52,9.0,9.0,7,пешком,другой,средний,2151.9,Северо-запад,Таганско-Краснопресненская
80,60,44,6.0,13.5,7,на транспорте,другой,средний,1333.33,Юго-восток,Таганско-Краснопресненская
112,67,38,7.0,10.5,10,на транспорте,кирпичный/монолит,средний,1671.64,Северо-запад,Замоскворецкая
81,53,34,6.0,12.5,10,пешком,другой,первый или последний,1528.3,Север,Серпуховско-Тимирязевская
82,60,42,7.0,13.5,5,на транспорте,другой,средний,1366.67,Юго-восток,Таганско-Краснопресненская
85,57,43,6.0,12.0,12,пешком,кирпичный/монолит,первый или последний,1491.23,Восток,Калининская
120,76,49,9.0,3.0,10,пешком,кирпичный/монолит,первый или последний,1578.95,Север,Калужско-Рижская
95,58,39,6.0,9.0,5,пешком,другой,первый или последний,1637.93,Северо-запад,Таганско-Краснопресненская
160,73,41,8.0,7.0,5,на транспорте,другой,первый или последний,2191.78,Северо-запад,Таганско-Краснопресненская
75,54,36,6.0,10.0,7,пешком,другой,средний,1388.89,Юго-восток,Таганско-Краснопресненская
110,74,44,10.0,13.0,7,пешком,другой,средний,1486.49,Юго-восток,Люблинская
122,64,46,8.0,12.5,7,на транспорте,другой,средний,1906.25,Северо-запад,Замоскворецкая
179,73,47,6.0,3.0,10,пешком,кирпичный/монолит,средний,2452.05,Север,Калужско-Рижская
82,57,42,5.0,12.7,10,пешком,кирпичный/монолит,средний,1438.6,Юго-восток,Люблинская
113,80,46,10.0,13.0,10,на транспорте,другой,средний,1412.5,Юго-восток,Люблинская
124,79,44,13.0,12.0,10,пешком,другой,средний,1569.62,Север,Калужско-Рижская
115,79,48,9.0,13.0,7,пешком,другой,средний,1455.7,Юго-восток,Люблинская
145,88,52,12.0,6.5,7,пешком,кирпичный/монолит,средний,1647.73,Юго-восток,Люблинская
150,76,45,10.0,9.0,5,на транспорте,другой,средний,1973.68,Северо-запад,Таганско-Краснопресненская
140,79,53,8.0,7.0,2,пешком,другой,первый или последний,1772.15,Северо-запад,Таганско-Краснопресненская
160,84,50,9.0,12.7,1,пешком,другой,средний,1904.76,Юго-восток,Люблинская
96,59,42,6.0,13.5,7,пешком,другой,средний,1627.12,Юго-восток,Таганско-Краснопресненская
95,60,43,7.0,12.5,5,пешком,другой,средний,1583.33,Север,Серпуховско-Тимирязевская
120,74,51,8.0,7.0,5,на транспорте,кирпичный/монолит,средний,1621.62,Северо-запад,Таганско-Краснопресненская
119,77,53,8.0,10.5,10,пешком,кирпичный/монолит,первый или последний,1545.45,Восток,Калининская
167,74,45,11.0,5.0,10,пешком,другой,средний,2256.76,Северо-запад,Таганско-Краснопресненская
210,71,45,6.0,9.0,1,пешком,кирпичный/монолит,средний,2957.75,Северо-запад,Таганско-Краснопресненская
173,80,50,8.0,6.0,10,пешком,кирпичный/монолит,средний,2162.5,Юго-восток,Таганско-Краснопресненская
132,78,46,14.0,12.5,12,пешком,другой,первый или последний,1692.31,Север,Серпуховско-Тимирязевская
145,63,41,8.0,3.5,3,пешком,другой,средний,2301.59,Восток,Калининская
199,70,46,8.0,7.5,7,пешком,кирпичный/монолит,средний,2842.86,Северо-запад,Замоскворецкая
82,55,34,5.0,10.5,5,на транспорте,кирпичный/монолит,средний,1490.91,Северо-запад,Замоскворецкая
